url_core,N_url,N,rel_party,insularity_party,insularity_media
tag24,139,100,0.00270014850816795,0.872194826383113,0.711083773509776
nordkurier,172,94,0.00253813959767787,0.719171545122813,0.413702051866433
rp-online,1011,91,0.00245713514243283,0.453721907337695,0.297149691243505
brandner-im-bundestag,88,88,0.0023761306871878,1,1
haz,300,86,0.00232212771702444,0.617664646092291,0.348035115231911
deutschland-kurier,86,85,0.00229512623194276,0.993457794516277,0.987409795271067
ndr,891,84,0.00226812474686108,0.491765412412505,0.286941347397949
volksstimme,239,80,0.00216011880653436,0.642804297857152,0.537170503277079
berliner-zeitung,796,78,0.002106115836371,0.412289078267113,0.214962996664815
cicero,187,77,0.00207911435128932,0.630152991271568,0.350521606209337
stern,579,76,0.00205211286620764,0.509452034010582,0.122501200593929
afdkompakt,71,70,0.00189010395571756,0.993748168161363,0.987948403645498
br,873,68,0.00183610098555421,0.276210908917734,0.361666371710674
zellerzeitung,68,68,0.00183610098555421,1,1
taz,2161,67,0.00180909950047253,0.114986644257155,0.51488411266588
deutsche-wirtschafts-nachrichten,87,66,0.00178209801539085,0.886676562370179,0.695893288937663
instagram,4537,63,0.00170109356014581,0.069652473986234,0.462861638686431
vera-lengsfeld,62,62,0.00167409207506413,1,1
wordpress,242,61,0.00164709058998245,0.586495730703176,0.317922457871085
hessenschau,294,59,0.00159308761981909,0.57891328251895,0.402811887480705
sputniknews,196,59,0.00159308761981909,0.652122677517752,0.811988407054065
bruno-hollnagel,58,58,0.00156608613473741,1,1
swr,589,56,0.00151208316457405,0.470378026715822,0.242148761121053
freiewelt,59,56,0.00151208316457405,0.979649316853807,0.950793420576093
t,64,55,0.00148508167949237,0.940208085951682,0.772508076216579
lothar-maier,55,55,0.00148508167949237,1,1
stuttgarter-zeitung,478,53,0.00143107870932901,0.505132213689137,0.298145448420676
rnd,702,53,0.00143107870932901,0.298877275935204,0.18984399684798
google,250,53,0.00143107870932901,0.556812830562426,0.244493748780974
heise,527,50,0.00135007425408397,0.414564312613687,0.355739244448967
saechsische,162,49,0.0013230727690023,0.626701113143882,0.482900594316898
lvz,241,48,0.00129607128392062,0.571264947373363,0.359245591610907
stuttgarter-nachrichten,299,47,0.00126906979883894,0.536765757286602,0.301810050904252
wochenblick,46,46,0.00124206831375726,1,1
goetz-froemming,46,46,0.00124206831375726,1,1
wiwo,409,45,0.00121506682867558,0.451958375771168,0.256654296335935
wdr,631,45,0.00121506682867558,0.269384442860359,0.282222588325201
waz,231,41,0.00110706088834886,0.541626862194568,0.207580593441202
web,79,40,0.00108005940326718,0.740157451315084,0.350529959437785
derwesten,222,39,0.0010530579181855,0.555428569224274,0.284451457838933
huffingtonpost,300,39,0.0010530579181855,0.506223717367631,0.194212475273653
krone,47,39,0.0010530579181855,0.882253154134542,0.72043706102933
ostsee-zeitung,132,38,0.00102605643310382,0.616854666709925,0.486043413446615
afdbayern,37,37,0.000999054948022141,1,1
thueringer-allgemeine,171,37,0.000999054948022141,0.585143442671725,0.409461223405361
wahlrecht,75,37,0.000999054948022141,0.75031159329119,0.56365363347429
wikipedia,220,36,0.000972053462940462,0.537802796783645,0.283241836256868
corinna-miazga,36,36,0.000972053462940462,1,1
pscp,691,35,0.000945051977858782,0.187264934380432,0.175030949194469
rbb24,398,35,0.000945051977858782,0.424917737488339,0.248985461637784
rtl,107,31,0.000837046037532064,0.613628236648335,0.343255460075378
afd-fraktion-mv,31,31,0.000837046037532064,1,1
presseportal,213,30,0.000810044552450385,0.514262470861761,0.109898059071875
bazonline,37,30,0.000810044552450385,0.913884846485728,0.773233133216086
sciencefiles,30,29,0.000783043067368705,0.987184728667297,0.976199515346686
dw,414,28,0.000756041582287026,0.298528820411452,0.20786462098436
rt,129,28,0.000756041582287026,0.595387826527381,0.804513689830834
mopo,147,26,0.000702038612123667,0.534653290490094,0.341247438459889
abendblatt,401,26,0.000702038612123667,0.318742173405857,0.403807525951473
maz-online,304,25,0.000675037127041987,0.42467224493398,0.405095362210875
meedia,75,25,0.000675037127041987,0.615370789305981,0.331339022890519
news-republic,25,25,0.000675037127041987,1,1
