url_core,insularity_media,N_url,max_party,N_party,rel_party
sebastian-hartmann,1,78,SPD,78,0.00130813222197998
giessener-zeitung,1,77,CDU,77,0.00153319262474613
torsten-herbst,1,76,FDP,76,0.00202014832141623
muellerbettina,1,75,SPD,75,0.00125781944421151
ekin-deligoez,1,74,GRÜNE,74,0.00154717849003743
katja-doerner,1,72,GRÜNE,72,0.00150536285517155
lothar-binding,1,70,SPD,70,0.00117396481459741
goekay-akbulut,1,70,LINKE,70,0.00125747750013473
wilfried-oellers,1,69,CDU,69,0.00137389988451276
marx21,1,68,LINKE,68,0.00122154957155945
zellerzeitung,1,68,AfD,68,0.00183610098555421
andreas-steier,1,67,CDU,67,0.00133407669945442
heike-haensel,1,66,LINKE,66,0.00118562164298417
petrapau,1,66,LINKE,66,0.00118562164298417
frank-steffel,1,66,CDU,66,0.00131416510692525
sahra-wagenknecht,1,65,LINKE,65,0.00116765767869654
hagen-reinhold,1,65,FDP,65,0.0017277584327902
gmuender-tagespost,1,64,SPD,64,0.00107333925906049
klein-schmeink,1,62,GRÜNE,62,0.00129628468084217
vera-lengsfeld,1,62,AfD,62,0.00167409207506413
petertauber,1,61,CDU,61,0.0012146071442794
volkmarklein,1,60,CDU,60,0.00119469555175023
fdp-lsa,1,59,FDP,59,0.00156827303899418
herz-und-haltung,1,59,SPD,59,0.000989484629446392
bruno-hollnagel,1,58,AfD,58,0.00156608613473741
felix-schreiner,1,58,CDU,58,0.00115487236669189
bettina-hoffmann,1,57,GRÜNE,57,0.00119174559367748
udoschiefner,1,56,SPD,56,0.000939171851677931
anfdeutsch,1,55,LINKE,55,0.000988018035820145
lothar-maier,1,55,AfD,55,0.00148508167949237
